id,formula,elements,family,family_reason,metal_sub_family,metal_supplier,alloy_validation,batch_size_g,max_workshop_g,scale_limit_reason,ingredients,firing_schedule,estimated_cost_eur,confidence,confidence_reason,warnings,safety_flags,db_temp_c,crystal_system,space_group,bandgap_ev
Bi4Cd1La1Li1Tb1,Bi4Cd1La1Li1Tb1,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
Bi4Li8Nd6Pr2Sn4,Bi4Li8Nd6Pr2Sn4,"{""Bi"": 4, ""Li"": 8, ""Nd"": 6, ""Pr"": 2, ""Sn"": 4}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Bi"", ""precursor"": ""Bi"", ""name"": ""bismuth metal"", ""mass_g"": 66.5, ""safety"": ""SAFE"", ""supplier"": ""low-temp alloy use""}, {""element"": ""Li"", ""precursor"": ""Li2CO3"", ""name"": ""lithium carbonate (NEVER elemental Li)"", ""mass_g"": 23.5, ""safety"": ""SAFE"", ""supplier"": ""laborladen; NEVER use Li metal""}, {""element"": ""Nd"", ""precursor"": ""Nd"", ""name"": ""neodymium metal"", ""mass_g"": 68.9, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Pr"", ""precursor"": ""Pr"", ""name"": ""praseodymium metal"", ""mass_g"": 22.4, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Sn"", ""precursor"": ""Sn"", ""name"": ""tin ingot"", ""mass_g"": 37.8, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.81,MEDIUM,"5 elements, 2 rare; template applicable",[],Nd: MODERATE — expensive; Pr: MODERATE — expensive,800,triclinic,P1,0.0069
As4Co16Na2Nb6P8,As4Co16Na2Nb6P8,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
B4Be2Co9Tm2Y1,B4Be2Co9Tm2Y1,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
Er6In5Sb1Sc4,Er6In5Sb1Sc4,"{""Er"": 6, ""In"": 5, ""Sb"": 1, ""Sc"": 4}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 106.8, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""In"", ""precursor"": ""In"", ""name"": ""indium metal"", ""mass_g"": 61.1, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Sc"", ""precursor"": ""Sc"", ""name"": ""scandium metal"", ""mass_g"": 19.1, ""safety"": ""DANGEROUS"", ""supplier"": ""extremely expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.35,LOW,"3 rare elements, speculative composition",no precursor data for element Sb,Er: MODERATE — Sigma; expensive; In: DANGEROUS — expensive; Sc: DANGEROUS — extremely expensive,1000,orthorhombic,Amm2,0.001
Nd4Pr2Sn6Tm4,Nd4Pr2Sn6Tm4,"{""Nd"": 4, ""Pr"": 2, ""Sn"": 6, ""Tm"": 4}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Nd"", ""precursor"": ""Nd"", ""name"": ""neodymium metal"", ""mass_g"": 51.4, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Pr"", ""precursor"": ""Pr"", ""name"": ""praseodymium metal"", ""mass_g"": 25.1, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Sn"", ""precursor"": ""Sn"", ""name"": ""tin ingot"", ""mass_g"": 63.4, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 60.2, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",8.74,LOW,"3 rare elements, speculative composition",[],Nd: MODERATE — expensive; Pr: MODERATE — expensive; Tm: DANGEROUS — expensive,1200,orthorhombic,Amm2,0.0231
Bi4Nd10Pb2,Bi4Nd10Pb2,"{""Bi"": 4, ""Nd"": 10, ""Pb"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Bi"", ""precursor"": ""Bi"", ""name"": ""bismuth metal"", ""mass_g"": 62.1, ""safety"": ""SAFE"", ""supplier"": ""low-temp alloy use""}, {""element"": ""Nd"", ""precursor"": ""Nd"", ""name"": ""neodymium metal"", ""mass_g"": 107.1, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Pb"", ""precursor"": ""Pb"", ""name"": ""lead metal"", ""mass_g"": 30.8, ""safety"": ""DANGEROUS"", ""supplier"": ""toxic; historical solder alloys""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",7.53,MEDIUM,"3 elements, 1 rare; template applicable",[],Nd: MODERATE — expensive; Pb: DANGEROUS — toxic; historical solder alloys,800,orthorhombic,Amm2,0.0005
Fe2Mo2O32P8Pb4,Fe2Mo2O32P8Pb4,"{""Fe"": 2, ""Mo"": 2, ""O"": 32, ""P"": 8, ""Pb"": 4}",heavy_oxide_ceramic,heavy-element oxide ceramic,,,,200,500,WO3 volatility; dense ceramic heavy at scale,"[{""element"": ""Fe"", ""precursor"": ""Fe2O3"", ""name"": ""iron(III) oxide (red)"", ""mass_g"": 16.9, ""safety"": ""SAFE"", ""supplier"": ""Kremer #48100, laborladen""}, {""element"": ""Mo"", ""precursor"": ""MoO3"", ""name"": ""molybdenum trioxide"", ""mass_g"": 30.4, ""safety"": ""MODERATE"", ""supplier"": ""sublimes at 700°C, must use saggar""}, {""element"": ""P"", ""precursor"": ""Ca3(PO4)2"", ""name"": ""tricalcium phosphate"", ""mass_g"": 131.1, ""safety"": ""SAFE"", ""supplier"": ""NEVER use P2O5 raw — violent water reaction""}, {""element"": ""Pb"", ""precursor"": ""PbO"", ""name"": ""lead(II) oxide (litharge)"", ""mass_g"": 94.4, ""safety"": ""DANGEROUS"", ""supplier"": ""toxic; use only in enclosed glaze studio; NOT for food surfaces""}]","{""calcine_c"": 900, ""calcine_h"": 4, ""sinter_c"": 1250, ""sinter_range_c"": [1100, 1400], ""sinter_h"": 4, ""ramp_to_sinter"": ""3°C/min"", ""cool_rate"": ""3°C/min"", ""moo3_saggar_note"": ""MoO3 sublimes from ~650°C (vapor pressure significant); near-complete loss by 800°C. Closed alumina saggar with fiber gasket MANDATORY above 600°C."", ""wo3_saggar_note"": ""WO3 measurable vapor at 900°C; significant mass loss above 1000°C. Saggar recommended."", ""bi2o3_flux_opportunity"": ""Bi2O3 melts at 825°C and acts as powerful liquid-phase sintering aid. 1-5 wt% Bi2O3 lowers ZrO2 sintering from 1400-1500°C to ~900°C — enables heavy oxide ceramics in standard ABK kiln."", ""zro2_transformation_hazard"": ""ZrO2 monoclinic↔tetragonal transformation at ~1170°C causes 3.5% volume change. Pure ZrO2 cracks on cooling — must be stabilized (3 mol% Y2O3) OR use Bi2O3 liquid-phase sintering route below 1170°C."", ""why"": ""heavy-element oxides need longer holds; volatility-critical species (Mo, W, Bi) require saggar above 650°C""}",13.35,MEDIUM,"5 elements, 0 rare; template applicable",[],"MoO3: MODERATE — sublimes at 700°C, must use saggar; PbO: DANGEROUS — toxic; use only in enclosed glaze studio; NOT for food surfaces",950,monoclinic,Cc,
La4Nd1Se4Si1,La4Nd1Se4Si1,"{""La"": 4, ""Nd"": 1, ""Se"": 4, ""Si"": 1}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""La"", ""precursor"": ""La"", ""name"": ""lanthanum metal"", ""mass_g"": 106.5, ""safety"": ""MODERATE"", ""supplier"": """"}, {""element"": ""Nd"", ""precursor"": ""Nd"", ""name"": ""neodymium metal"", ""mass_g"": 27.6, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 5.4, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",6.81,MEDIUM,"4 elements, 1 rare; template applicable",no precursor data for element Se,La: MODERATE — ; Nd: MODERATE — expensive,1200,tetragonal,I4/m,0.0154
B4Ca4Er2O16Tb2,B4Ca4Er2O16Tb2,"{""B"": 4, ""Ca"": 4, ""Er"": 2, ""O"": 16, ""Tb"": 2}",rare_earth_oxide,rare-earth-containing oxide ceramic,,,,100,300,rare-earth cost; keep batches small,"[{""element"": ""B"", ""precursor"": ""B2O3"", ""name"": ""boron oxide (or borax Na2B4O7)"", ""mass_g"": 12.5, ""safety"": ""SAFE"", ""supplier"": ""Carl Roth""}, {""element"": ""Ca"", ""precursor"": ""CaCO3"", ""name"": ""calcium carbonate / limestone"", ""mass_g"": 36.0, ""safety"": ""SAFE"", ""supplier"": ""Keramik-Kraft, hardware store""}, {""element"": ""Er"", ""precursor"": ""Er2O3"", ""name"": ""erbium oxide"", ""mass_g"": 34.4, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich €45/25g; moderate cost""}, {""element"": ""Tb"", ""precursor"": ""Tb4O7"", ""name"": ""terbium oxide"", ""mass_g"": 33.6, ""safety"": ""DANGEROUS"", ""supplier"": ""COST EXTREME ~$4000/kg, China export controlled 2025; consider substitution""}]","{""calcine_c"": 900, ""calcine_h"": 2, ""sinter_c"": 1200, ""sinter_range_c"": [1100, 1300], ""sinter_h"": 4, ""ramp"": ""3°C/min""}",196.64,MEDIUM,"5 elements, 2 rare; template applicable",[],"Er2O3: MODERATE — Sigma-Aldrich €45/25g; moderate cost; Tb4O7: DANGEROUS — COST EXTREME ~$4000/kg, China export controlled 2025; consider substitution",1200,monoclinic,P2_1/m,4.2881
Al12Rb4Se20,Al12Rb4Se20,"{""Al"": 12, ""Rb"": 4, ""Se"": 20}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Al"", ""precursor"": ""Al"", ""name"": ""aluminum powder"", ""mass_g"": 28.8, ""safety"": ""MODERATE"", ""supplier"": ""dust explosion hazard, no open flame""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",0.23,EXCLUDED,Rb: EXCLUDED — no safe form; no precursor data for element Se,Rb: EXCLUDED — no safe form; no precursor data for element Se; contains EXCLUDED element; recipe not fully realizable,"Al: MODERATE — dust explosion hazard, no open flame",800,monoclinic,P2_1/c,2.5293
Ca20Cd3Hg8Li1,Ca20Cd3Hg8Li1,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
Bi8Na16Ti2,Bi8Na16Ti2,"{""Bi"": 8, ""Na"": 16, ""Ti"": 2}",metal_meltable,low-melting Sn/Bi/Pb alloy,low_melt_fusible,RotoMetals fusible alloy,IN_RANGE: stove-top melt feasible,500,5000,ABK foundry handles 2-5kg pours; industry higher,"[{""element"": ""Bi"", ""precursor"": ""Bi"", ""name"": ""bismuth metal"", ""mass_g"": 391.5, ""safety"": ""SAFE"", ""supplier"": ""low-temp alloy use""}, {""element"": ""Na"", ""precursor"": ""Na2CO3"", ""name"": ""sodium carbonate (NEVER elemental Na)"", ""mass_g"": 198.5, ""safety"": ""SAFE"", ""supplier"": ""supermarket; NEVER use Na metal (explosive with water)""}, {""element"": ""Ti"", ""precursor"": ""Ti"", ""name"": ""titanium powder"", ""mass_g"": 22.4, ""safety"": ""MODERATE"", ""supplier"": ""dust flammable""}]","{""melt_c_range_cu"": [971, 1100], ""melt_c_range_al"": [660, 800], ""pour_c"": ""liquidus + 100°C"", ""why"": ""lost-wax or sand casting""}",13.04,HIGH,common composition + well-established family template,[],Ti: MODERATE — dust flammable,800,cubic,Fd-3m,0.457
Cd2Er2In8Tb4,Cd2Er2In8Tb4,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
La8Pb6Pr2Se2,La8Pb6Pr2Se2,"{""La"": 8, ""Pb"": 6, ""Pr"": 2, ""Se"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""La"", ""precursor"": ""La"", ""name"": ""lanthanum metal"", ""mass_g"": 79.5, ""safety"": ""MODERATE"", ""supplier"": """"}, {""element"": ""Pb"", ""precursor"": ""Pb"", ""name"": ""lead metal"", ""mass_g"": 89.0, ""safety"": ""DANGEROUS"", ""supplier"": ""toxic; historical solder alloys""}, {""element"": ""Pr"", ""precursor"": ""Pr"", ""name"": ""praseodymium metal"", ""mass_g"": 20.2, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",5.88,MEDIUM,"4 elements, 1 rare; template applicable",no precursor data for element Se,La: MODERATE — ; Pb: DANGEROUS — toxic; historical solder alloys; Pr: MODERATE — expensive,900,trigonal,P-31m,
Co5Y4,Co5Y4,"{""Co"": 5, ""Y"": 4}",metal_pm_only,"Fe/Ni/Co-dominant, needs PM sintering (mp > kiln)",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 90.6, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""Y"", ""precursor"": ""Y"", ""name"": ""yttrium metal"", ""mass_g"": 109.4, ""safety"": ""MODERATE"", ""supplier"": """"}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.0,MEDIUM,standard template applied,[],"Co: MODERATE — IARC 2B, N95; Y: MODERATE — ",800,monoclinic,C2/m,0.0017
Cu1In8Ni1Sr2,Cu1In8Ni1Sr2,"{""Cu"": 1, ""In"": 8, ""Ni"": 1, ""Sr"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Cu"", ""precursor"": ""Cu"", ""name"": ""copper shot/powder"", ""mass_g"": 10.5, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""In"", ""precursor"": ""In"", ""name"": ""indium metal"", ""mass_g"": 151.1, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Ni"", ""precursor"": ""Ni"", ""name"": ""nickel shot/powder"", ""mass_g"": 9.7, ""safety"": ""DANGEROUS"", ""supplier"": ""IARC Group 1, N95""}, {""element"": ""Sr"", ""precursor"": ""SrCO3"", ""name"": ""strontium carbonate (NEVER Sr metal)"", ""mass_g"": 48.6, ""safety"": ""SAFE"", ""supplier"": """"}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.13,MEDIUM,"4 elements, 1 rare; template applicable",[],"In: DANGEROUS — expensive; Ni: DANGEROUS — IARC Group 1, N95",800,orthorhombic,Amm2,0.0209
B4Co7Ga2Nd1Ni2Tm2,B4Co7Ga2Nd1Ni2Tm2,"{""B"": 4, ""Co"": 7, ""Ga"": 2, ""Nd"": 1, ""Ni"": 2, ""Tm"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""B"", ""precursor"": ""B"", ""name"": ""boron powder"", ""mass_g"": 7.2, ""safety"": ""SAFE"", ""supplier"": """"}, {""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 69.1, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""Ga"", ""precursor"": ""Ga"", ""name"": ""gallium metal"", ""mass_g"": 23.3, ""safety"": ""DANGEROUS"", ""supplier"": ""EXPENSIVE, China controlled""}, {""element"": ""Nd"", ""precursor"": ""Nd"", ""name"": ""neodymium metal"", ""mass_g"": 24.1, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Ni"", ""precursor"": ""Ni"", ""name"": ""nickel shot/powder"", ""mass_g"": 19.7, ""safety"": ""DANGEROUS"", ""supplier"": ""IARC Group 1, N95""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 56.6, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.36,LOW,"3 rare elements, speculative composition",[],"Co: MODERATE — IARC 2B, N95; Ga: DANGEROUS — EXPENSIVE, China controlled; Nd: MODERATE — expensive; Ni: DANGEROUS — IARC Group 1, N95; Tm: DANGEROUS — expensive",1200,orthorhombic,Cmmm,
Ca2Ga1Si2Zn5,Ca2Ga1Si2Zn5,"{""Ca"": 2, ""Ga"": 1, ""Si"": 2, ""Zn"": 5}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Ca"", ""precursor"": ""Ca"", ""name"": ""calcium granules"", ""mass_g"": 30.1, ""safety"": ""MODERATE"", ""supplier"": ""reacts with water""}, {""element"": ""Ga"", ""precursor"": ""Ga"", ""name"": ""gallium metal"", ""mass_g"": 26.2, ""safety"": ""DANGEROUS"", ""supplier"": ""EXPENSIVE, China controlled""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 21.1, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Zn"", ""precursor"": ""Zn"", ""name"": ""zinc ingot/powder"", ""mass_g"": 122.7, ""safety"": ""MODERATE"", ""supplier"": ""evaporates >907°C""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",3.85,MEDIUM,"4 elements, 1 rare; template applicable",[],"Ca: MODERATE — reacts with water; Ga: DANGEROUS — EXPENSIVE, China controlled; Zn: MODERATE — evaporates >907°C",1200,tetragonal,P4mm,0.0086
Cu1Er11Fe4Sn1Tm1,Cu1Er11Fe4Sn1Tm1,"{""Cu"": 1, ""Er"": 11, ""Fe"": 4, ""Sn"": 1, ""Tm"": 1}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Cu"", ""precursor"": ""Cu"", ""name"": ""copper shot/powder"", ""mass_g"": 5.3, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 152.4, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Fe"", ""precursor"": ""Fe"", ""name"": ""iron powder -325 mesh"", ""mass_g"": 18.5, ""safety"": ""MODERATE"", ""supplier"": ""metal supplier; dust N95""}, {""element"": ""Sn"", ""precursor"": ""Sn"", ""name"": ""tin ingot"", ""mass_g"": 9.8, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 14.0, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",8.96,MEDIUM,"5 elements, 2 rare; template applicable",[],Er: MODERATE — Sigma; expensive; Fe: MODERATE — metal supplier; dust N95; Tm: DANGEROUS — expensive,1000,monoclinic,Cm,
Co4Er19Sb8Tb1,Co4Er19Sb8Tb1,"{""Co"": 4, ""Er"": 19, ""Sb"": 8, ""Tb"": 1}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 10.4, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 139.8, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Tb"", ""precursor"": ""Tb"", ""name"": ""terbium metal"", ""mass_g"": 7.0, ""safety"": ""DANGEROUS"", ""supplier"": ""EXTREME COST""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",7.86,MEDIUM,"4 elements, 2 rare; template applicable",no precursor data for element Sb,"Co: MODERATE — IARC 2B, N95; Er: MODERATE — Sigma; expensive; Tb: DANGEROUS — EXTREME COST",1200,monoclinic,Pm,
Cu12Ge2Mo2Te16,Cu12Ge2Mo2Te16,"{""Cu"": 12, ""Ge"": 2, ""Mo"": 2, ""Te"": 16}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Cu"", ""precursor"": ""Cu"", ""name"": ""copper shot/powder"", ""mass_g"": 48.5, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Ge"", ""precursor"": ""Ge"", ""name"": ""germanium metal"", ""mass_g"": 9.2, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Mo"", ""precursor"": ""Mo"", ""name"": ""molybdenum powder"", ""mass_g"": 12.2, ""safety"": ""SAFE"", ""supplier"": """"}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",2.52,MEDIUM,"4 elements, 1 rare; template applicable",no precursor data for element Te,Ge: DANGEROUS — expensive,800,hexagonal,P6_3mc,
Al1Ba6Ga1K6Sb8,Al1Ba6Ga1K6Sb8,"{""Al"": 1, ""Ba"": 6, ""Ga"": 1, ""K"": 6, ""Sb"": 8}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Al"", ""precursor"": ""Al"", ""name"": ""aluminum powder"", ""mass_g"": 2.5, ""safety"": ""MODERATE"", ""supplier"": ""dust explosion hazard, no open flame""}, {""element"": ""Ba"", ""precursor"": ""BaCO3"", ""name"": ""barium carbonate (NEVER Ba metal)"", ""mass_g"": 111.2, ""safety"": ""DANGEROUS"", ""supplier"": ""toxic N95; use only in enclosed forms""}, {""element"": ""Ga"", ""precursor"": ""Ga"", ""name"": ""gallium metal"", ""mass_g"": 6.5, ""safety"": ""DANGEROUS"", ""supplier"": ""EXPENSIVE, China controlled""}, {""element"": ""K"", ""precursor"": ""K2CO3"", ""name"": ""potassium carbonate (NEVER elemental K)"", ""mass_g"": 38.9, ""safety"": ""SAFE"", ""supplier"": ""laborladen; NEVER use K metal (explosive with water)""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",1.88,MEDIUM,"5 elements, 1 rare; template applicable",no precursor data for element Sb,"Al: MODERATE — dust explosion hazard, no open flame; BaCO3: DANGEROUS — toxic N95; use only in enclosed forms; Ga: DANGEROUS — EXPENSIVE, China controlled",800,trigonal,P3m1,0.5724
Be4Pr3Si12Sm5,Be4Pr3Si12Sm5,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
Ba40Sb26,Ba40Sb26,"{""Ba"": 40, ""Sb"": 26}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Ba"", ""precursor"": ""BaCO3"", ""name"": ""barium carbonate (NEVER Ba metal)"", ""mass_g"": 182.3, ""safety"": ""DANGEROUS"", ""supplier"": ""toxic N95; use only in enclosed forms""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",1.82,MEDIUM,standard template applied,no precursor data for element Sb,BaCO3: DANGEROUS — toxic N95; use only in enclosed forms,800,orthorhombic,Fdd2,
Ca20Cd2Hg1Si9,Ca20Cd2Hg1Si9,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
